algo,example_id,true_val,result,beta,adaptive,IS_func,accept_rate,up_rate,runtime,iterations,T,K,J,notes
samc,0,0.0032763814358856,,201.0,False,,0.770513,0.027602,34.43489193916321,1100000,100000,1000000,1,
samc,0,0.0032763814358856,,201.0,False,,0.770791,0.027428,34.8646080493927,1100000,100000,1000000,1,
samc,0,0.0032763814358856,,201.0,False,,0.771422,0.027298,33.6524441242218,1100000,100000,1000000,1,
samc,0,0.0032763814358856,,201.0,False,,0.769739,0.027498,34.263179063797,1100000,100000,1000000,1,
samc,0,0.0032763814358856,,201.0,False,,0.771053,0.027466,34.821415185928345,1100000,100000,1000000,1,
samc,0,0.0032763814358856,,201.0,False,,0.76987,0.027391,34.52546310424805,1100000,100000,1000000,1,
samc,0,0.0032763814358856,,201.0,False,,0.716912,0.027781,20.39256405830384,1100000,100000,1000000,1,
samc,0,0.0032763814358856,,101.0,False,,0.71738,0.027781,20.980578899383545,1100000,100000,1000000,1,
samc,0,0.0032763814358856,0.0009259863342296,101.0,False,,0.716142,0.027775,20.39372491836548,1100000,100000,1000000,1,
samc,0,0.0032763814358856,0.0008653523437685,101.0,False,,0.716238,0.027776,34.18037414550781,1100000,100000,1000000,1,
samc,0,0.0032763814358856,0.0021664419118559,101.0,False,,0.716404,0.027781,34.26904296875,1100000,100000,1000000,1,
samc,0,0.0032763814358856,0.005514989745902,101.0,False,,0.716815,0.027789,34.10096383094788,1100000,100000,1000000,1,
samc,0,0.0032763814358856,0.0016964350501112,101.0,False,,0.716874,0.027777,34.018709897994995,1100000,100000,1000000,1,
samc,0,0.0032763814358856,0.0016998402912909,101.0,False,,0.71643,0.02778,33.879399061203,1100000,100000,1000000,1,
samc,0,0.0032763814358856,0.0020622458081988,101.0,False,,0.716833,0.02778,34.06914472579956,1100000,100000,1000000,1,
samc,0,0.0032763814358856,0.0029715530352027,101.0,False,,0.716205,0.027786,34.038546085357666,1100000,100000,1000000,1,
samc,0,0.0032763814358856,0.0011741671480301,101.0,False,,0.716375,0.027775,36.806100845336914,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0055607323269881,101.0,False,,0.716323,0.027787,36.57133483886719,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.001975664518175,101.0,False,,0.71597,0.02778,36.50973796844482,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0018483543259219,101.0,False,,0.715174,0.027782,36.94134688377381,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.00079522509589,101.0,False,,0.716391,0.027772,36.72613573074341,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0015921457150396,101.0,False,,0.716331,0.027777,36.47270488739014,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0017777361748883,101.0,False,,0.716388,0.027779,36.25686883926392,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0010257760232094,101.0,False,,0.716378,0.027772,36.63906478881836,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0033634440597269,101.0,False,,0.717299,0.027785,35.218730211257935,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0024070934681317,101.0,False,,0.716996,0.027779,37.44897603988648,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0013102584353742,101.0,False,,0.718059,0.027777,36.8996319770813,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0049122590423928,101.0,False,,0.715799,0.027786,37.36990118026733,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0023821129859881,101.0,False,,0.71615,0.027781,35.91312527656555,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0014015179097776,101.0,False,,0.715983,0.027777,37.20654606819153,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0013005014241142,101.0,False,,0.716658,0.027778,35.736942768096924,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0022928899885368,101.0,False,,0.716527,0.027782,37.56586527824402,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0046057678922514,101.0,False,,0.71853,0.027787,36.82184290885925,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0021737994473784,101.0,False,,0.715845,0.027779,37.26635789871216,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0014162184702582,101.0,False,,0.71734,0.027776,36.15298795700073,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0056385090713703,101.0,False,,0.716824,0.027788,37.33631706237793,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0036499987925569,101.0,False,,0.715565,0.027785,36.7448320388794,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0036068973698694,101.0,False,,0.715991,0.027786,37.63226795196533,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0033525502078544,101.0,False,,0.717567,0.027784,35.804083824157715,1100000,100000,1000000,1,new samc
samc,0,0.0032763814358856,0.0026500030366946,101.0,False,,0.717161,0.027782,37.57088613510132,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,1.4372091421841705e-06,101.0,False,,0.628709,0.021276,41.29972791671753,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,1.480276971538772e-05,101.0,False,,0.628289,0.021294,43.405909061431885,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,7.550456719531761e-06,101.0,False,,0.629982,0.021286,41.99296808242798,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,1.4788835231288775e-06,101.0,False,,0.628879,0.021277,43.2349591255188,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,3.0065274601616906e-06,101.0,False,,0.629323,0.021281,41.830240964889526,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,1.901154924055368e-06,101.0,False,,0.630282,0.021276,43.42721509933472,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,2.1907383431657693e-06,101.0,False,,0.629471,0.021279,42.18310785293579,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,1.4334341403006308e-05,101.0,False,,0.627733,0.021294,43.66601705551148,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,2.297121255644702e-05,101.0,False,,0.630332,0.021295,42.09389305114746,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,1.4441513310175323e-06,101.0,False,,0.628936,0.021281,43.48150897026062,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,1.2204056570402617e-06,101.0,False,,0.62884,0.021275,41.607162952423096,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,8.495869630170966e-06,101.0,False,,0.629353,0.021287,43.20400214195252,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,1.1974870059560774e-05,101.0,False,,0.627491,0.02129,41.864707231521606,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,6.632682191116817e-06,101.0,False,,0.629089,0.021285,43.38058400154114,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,3.630558868626278e-05,101.0,False,,0.628492,0.021301,42.00034999847412,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,9.61733229671779e-06,101.0,False,,0.629129,0.021288,43.39351296424866,1100000,100000,1000000,1,new samc
samc,1,2.151168247277443e-05,1.1579437018953917e-05,101.0,False,,0.6620642,0.0212752,423.1661341190338,11000000,1000000,10000000,1,new samc
samc,1,2.151168247277443e-05,1.6802389607652004e-05,101.0,False,,0.6614853,0.0212799,420.49661016464233,11000000,1000000,10000000,1,new samc
samc,1,2.151168247277443e-05,1.0770814262320988e-05,101.0,False,,0.6617932,0.0212751,422.788608789444,11000000,1000000,10000000,1,new samc
samc,1,2.151168247277443e-05,1.9359383790011384e-05,101.0,False,,0.6620882,0.0212789,419.3638112545013,11000000,1000000,10000000,1,new samc
samc,1,2.151168247277443e-05,1.927055621836261e-05,101.0,False,,0.6615318,0.0212804,418.6144547462464,11000000,1000000,10000000,1,new samc
samc,1,2.151168247277443e-05,1.575802165960426e-05,101.0,False,,0.6619978,0.0212782,420.47070121765137,11000000,1000000,10000000,1,new samc
samc,1,2.151168247277443e-05,2.450100203889294e-05,101.0,False,,0.6620771,0.0212805,420.6212651729584,11000000,1000000,10000000,1,new samc
samc,1,2.151168247277443e-05,1.5850567804180697e-05,101.0,False,,0.6619957,0.021278,476.95800495147705,11000000,1000000,10000000,1,new samc
samc,1,2.151168247277443e-05,2.1549593632276656e-05,101.0,False,,0.6614435,0.021281,475.2964141368866,11000000,1000000,10000000,1,new samc
samc,1,2.151168247277443e-05,2.3106718689159585e-05,101.0,False,,0.6619966,0.0212805,473.1761438846588,11000000,1000000,10000000,1,new samc
samc,1,2.151168247277443e-05,1.7303930739282924e-05,101.0,False,,0.6617019,0.0212796,474.5909490585327,11000000,1000000,10000000,1,new samc
samc,1,2.151168247277443e-05,2.2761864162855387e-05,101.0,False,,0.6619041,0.0212821,473.5215542316437,11000000,1000000,10000000,1,new samc
samc,1,2.151168247277443e-05,1.316197550678647e-05,101.0,False,,0.6618817,0.0212778,476.2219049930573,11000000,1000000,10000000,1,new samc
